Date,Time,Polinka,Parking Wro≈Ñskiego,D20 - D21,GEO LO1 Geocentrum,Architecture
2024-12-17,12:50,0,0,0,61,28
2024-12-17,13:00,0,1,0,62,29
2024-12-17,13:10,1,0,1,67,28
2024-12-17,13:20,0,4,1,73,29
2024-12-17,13:30,0,5,1,75,31
2024-12-17,13:50,0,2,0,81,31
2024-12-17,14:10,3,9,8,90,31
2024-12-17,14:20,3,19,11,99,33
2024-12-17,14:40,3,24,11,99,39
2024-12-17,15:00,3,45,16,123,42
2024-12-17,15:20,9,82,14,135,43
2024-12-17,15:30,12,93,18,142,48
2024-12-17,15:40,11,105,22,149,54
2024-12-17,15:50,13,106,20,157,56
2024-12-17,16:00,14,112,20,159,55
2024-12-17,16:10,14,114,20,161,55
2024-12-17,16:30,16,114,19,170,55
2024-12-17,16:40,15,122,24,176,55
2024-12-17,16:50,15,125,20,180,58
2024-12-17,17:00,9,130,15,192,62
2024-12-17,17:10,9,130,12,202,64
2024-12-17,17:20,11,129,14,205,68
2024-12-17,17:30,13,127,12,204,66
2024-12-17,17:50,13,124,11,206,68
2024-12-17,18:00,14,127,12,207,67
2024-12-17,18:10,16,127,12,207,69
2024-12-17,18:20,16,126,16,209,68
2024-12-17,18:30,18,130,17,210,68
2024-12-17,18:50,19,141,18,220,67
2024-12-17,19:00,21,145,24,227,65
2024-12-17,19:10,21,143,23,229,66
2024-12-17,19:30,22,142,24,234,68
2024-12-17,19:40,22,145,26,236,71
2024-12-17,19:50,22,147,30,238,71
2024-12-17,20:00,22,149,31,239,71
2024-12-17,20:10,23,149,34,241,74
2024-12-17,20:30,27,163,38,243,79
2024-12-17,20:40,29,168,41,246,82
2024-12-17,20:50,29,172,43,248,83
2024-12-18,05:00,61,192,68,267,84
2024-12-18,05:10,55,192,68,267,84
2024-12-18,05:20,55,192,67,267,84
2024-12-18,05:50,54,184,61,265,84
2024-12-18,06:00,50,183,58,262,84
2024-12-18,06:10,47,181,48,262,84
2024-12-18,06:20,47,177,46,262,84
2024-12-18,06:30,47,172,37,262,84
2024-12-18,06:40,47,166,27,262,84
2024-12-18,06:50,40,148,5,257,84
2024-12-18,07:00,34,120,0,256,83
2024-12-18,07:10,13,88,0,250,82
2024-12-18,07:20,0,52,0,242,81
2024-12-18,07:30,0,21,0,232,78
2024-12-18,07:50,0,2,0,215,67
2024-12-18,08:00,0,1,0,208,65
2024-12-18,08:10,0,0,0,203,61
2024-12-18,08:20,0,0,0,193,59
2024-12-18,08:40,0,0,0,168,57
2024-12-18,08:50,0,0,0,152,56
2024-12-18,09:00,0,0,0,134,54
2024-12-18,09:10,0,0,0,115,50
2024-12-18,09:20,0,0,0,103,46
2024-12-18,09:30,0,1,0,97,46
2024-12-18,09:40,1,0,0,91,44
2024-12-18,09:50,1,0,0,90,41
2024-12-18,10:00,0,1,0,87,40
2024-12-18,10:20,0,0,0,76,40
2024-12-18,10:30,0,0,0,72,39
2024-12-18,10:40,0,0,0,71,38
2024-12-18,10:50,0,0,0,65,39
2024-12-18,11:00,0,0,1,55,39
2024-12-18,11:10,0,0,0,51,38
2024-12-18,11:20,0,0,0,41,35
2024-12-18,11:30,1,0,0,39,36
2024-12-18,11:40,1,0,0,37,36
2024-12-18,11:50,1,0,0,36,36
2024-12-18,12:30,1,1,0,46,36
2024-12-18,12:40,0,2,0,45,37
2024-12-18,13:00,0,0,3,41,38
2024-12-18,13:10,0,0,0,40,39
2024-12-18,13:20,0,0,0,44,40
2024-12-18,13:30,0,1,0,45,39
2024-12-18,13:40,1,4,1,54,39
2024-12-18,14:00,2,8,1,63,42
2024-12-18,14:10,2,16,2,65,43
2024-12-18,14:20,3,18,0,69,46
2024-12-18,14:30,2,23,0,76,50
2024-12-18,14:40,2,23,2,83,52
2024-12-18,14:50,3,28,2,93,51
2024-12-18,15:10,11,31,4,112,52
2024-12-18,15:20,13,42,3,119,51
2024-12-18,15:30,16,43,5,123,50
2024-12-18,15:40,16,53,4,130,52
2024-12-18,15:50,17,55,7,140,53
2024-12-18,16:00,18,61,8,145,53
2024-12-18,16:10,18,64,8,150,54
2024-12-18,16:20,18,69,9,154,57
2024-12-18,16:30,19,72,10,159,59
2024-12-18,16:40,17,73,11,163,59
2024-12-18,16:50,19,78,12,166,58
2024-12-18,17:00,18,81,8,171,60
2024-12-18,17:20,14,88,3,181,62
2024-12-18,17:30,14,87,3,181,63
2024-12-18,17:40,14,87,5,185,65
2024-12-18,17:50,15,91,6,187,66
2024-12-18,18:00,15,93,5,189,68
2024-12-18,18:10,18,98,9,190,69
2024-12-18,18:40,20,120,19,202,73
2024-12-18,18:50,20,125,20,210,73
2024-12-18,19:00,19,129,13,213,73
2024-12-18,19:10,20,128,13,216,73
2024-12-18,19:20,20,128,15,219,76
2024-12-18,19:30,21,128,14,219,76
2024-12-18,19:50,23,129,18,222,78
2024-12-18,20:00,23,131,21,222,79
2024-12-18,20:10,23,133,23,223,80
2024-12-18,20:30,26,135,25,223,81
2024-12-18,20:40,27,142,30,227,81
2024-12-18,20:50,27,144,37,227,82
2024-12-19,05:00,61,192,68,267,84
2024-12-19,05:10,61,192,68,267,84
2024-12-19,05:20,52,192,67,267,84
2024-12-19,05:30,51,192,67,266,84
2024-12-19,05:40,51,189,66,266,84
2024-12-19,06:00,48,187,60,264,84
2024-12-19,06:10,48,186,55,264,84
2024-12-19,06:20,47,183,50,264,84
2024-12-19,06:30,47,178,42,264,84
2024-12-19,06:40,45,170,33,264,84
2024-12-19,06:50,42,158,24,262,84
2024-12-19,07:00,24,136,12,257,84
2024-12-19,07:10,3,119,3,248,82
2024-12-19,07:20,0,88,0,238,80
2024-12-19,07:30,0,56,0,230,77
2024-12-19,07:40,0,23,0,225,69
2024-12-19,07:50,0,8,0,215,69
2024-12-19,08:00,0,5,0,214,67
2024-12-19,08:10,0,4,0,206,63
2024-12-19,08:20,0,0,0,196,61
2024-12-19,08:30,0,0,0,184,60
2024-12-19,08:50,0,0,0,162,56
2024-12-19,09:00,0,0,1,148,55
2024-12-19,09:10,0,0,0,143,56
2024-12-19,09:20,0,0,0,130,53
2024-12-19,09:30,1,0,0,124,52
2024-12-19,09:50,0,0,0,115,47
2024-12-19,10:00,0,0,1,111,44
2024-12-19,10:30,0,0,0,99,42
2024-12-19,10:40,0,0,0,93,42
2024-12-19,10:50,0,1,1,91,42
2024-12-19,11:00,0,0,0,82,39
2024-12-19,11:10,0,0,0,69,38
2024-12-19,11:20,0,0,0,64,43
2024-12-19,11:30,0,0,0,60,40
2024-12-19,11:40,-5,1,1,58,40
2024-12-19,12:00,-4,0,3,61,42
2024-12-19,12:30,-4,0,0,62,44
2024-12-19,12:40,-4,0,2,61,45
2024-12-19,13:00,-2,0,0,61,42
2024-12-19,13:10,0,0,0,62,40
2024-12-19,13:20,0,0,0,62,40
2024-12-19,13:30,0,3,0,66,38
2024-12-19,13:40,0,3,0,65,39
2024-12-19,13:50,0,2,1,71,39
2024-12-19,14:10,1,1,2,73,39
2024-12-19,14:20,2,4,4,75,38
2024-12-19,14:30,3,7,2,83,39
2024-12-19,14:40,2,11,3,91,41
2024-12-19,14:50,0,12,4,101,44
2024-12-19,15:00,1,14,3,115,45
2024-12-19,15:10,7,17,6,120,52
2024-12-19,15:20,10,17,8,132,51
2024-12-19,15:30,12,22,6,135,56
2024-12-19,15:40,13,35,7,144,56
2024-12-19,16:00,11,46,5,153,60
2024-12-19,16:10,12,50,7,154,61
2024-12-19,16:20,14,49,11,162,60
2024-12-19,16:30,14,48,12,165,61
2024-12-19,16:40,14,51,15,171,64
2024-12-19,16:50,14,52,13,170,64
2024-12-19,17:00,15,58,11,175,66
2024-12-19,17:10,19,51,9,182,67
2024-12-19,17:20,19,53,15,180,68
2024-12-19,17:30,20,54,16,181,69
2024-12-19,17:40,21,57,15,185,70
2024-12-19,18:00,22,59,16,194,71
2024-12-19,18:10,23,62,21,193,72
2024-12-19,18:20,23,70,21,197,71
2024-12-19,18:30,24,75,25,201,72
2024-12-19,18:40,25,78,31,204,72
2024-12-19,18:50,24,89,34,209,75
2024-12-19,19:10,26,99,31,216,77
2024-12-19,20:00,28,112,41,222,81
2024-12-19,20:10,28,114,43,223,81
2024-12-19,20:20,28,115,45,224,81
2024-12-19,20:30,29,117,49,223,81
2024-12-19,20:40,29,121,53,225,81
2024-12-19,20:50,28,124,54,232,81
2024-12-20,05:00,61,192,68,267,84
2024-12-20,05:10,61,192,67,267,84
2024-12-20,05:20,52,192,67,267,84
2024-12-20,05:30,51,192,67,267,84
2024-12-20,05:40,51,187,66,267,84
2024-12-20,05:50,50,184,66,265,84
2024-12-20,06:00,49,183,61,265,84
2024-12-20,06:20,48,179,51,264,84
2024-12-20,06:30,48,176,44,263,84
2024-12-20,06:40,47,167,37,262,84
2024-12-20,06:50,45,155,30,260,84
2024-12-20,07:00,35,128,15,254,84
2024-12-20,07:20,0,68,0,243,81
2024-12-20,07:30,0,40,0,235,79
2024-12-20,07:40,0,19,0,228,73
2024-12-20,07:50,0,9,0,221,73
2024-12-20,08:00,0,5,0,213,72
2024-12-20,08:10,0,0,0,208,72
2024-12-20,08:20,0,0,0,200,72
2024-12-20,08:50,0,0,0,172,63
2024-12-20,09:00,0,1,0,160,54
2024-12-20,09:10,1,2,0,144,53
2024-12-20,09:20,3,0,0,135,52
2024-12-20,09:30,1,0,1,129,51
2024-12-20,09:50,0,0,0,126,50
2024-12-20,10:00,0,2,0,120,50
2024-12-20,10:10,2,0,1,119,50
2024-12-20,10:50,0,0,0,117,51
2024-12-20,11:00,0,0,0,117,51
2024-12-20,11:10,0,0,0,115,50
2024-12-20,11:20,0,1,0,113,51
2024-12-20,11:30,0,0,0,120,50
2024-12-20,11:40,0,0,1,120,48
2024-12-20,11:50,0,0,1,120,47
2024-12-20,12:00,0,5,1,125,48
2024-12-20,12:20,1,5,2,128,49
2024-12-20,12:30,0,2,0,127,49
2024-12-20,12:40,1,0,1,129,46
2024-12-20,12:50,2,0,1,133,49
2024-12-20,13:00,0,0,0,131,49
2024-12-20,13:10,1,4,3,135,53
2024-12-20,13:20,0,1,0,137,55
2024-12-20,13:30,3,4,2,141,54
2024-12-20,13:40,2,8,2,144,57
2024-12-20,13:50,0,16,4,146,57
2024-12-20,14:00,2,21,9,149,56
2024-12-20,14:10,4,27,11,152,60
2024-12-20,14:20,4,33,11,159,60
2024-12-20,14:30,6,42,12,163,61
2024-12-20,14:40,6,51,15,166,62
2024-12-20,15:20,9,84,34,192,66
2024-12-20,15:30,10,85,33,198,68
2024-12-20,15:40,15,97,31,204,69
2024-12-20,15:50,18,108,35,211,70
2024-12-20,16:00,19,113,35,212,71
2024-12-20,16:30,20,124,41,225,75
2024-12-20,16:40,20,124,41,225,76
2024-12-20,16:50,24,131,41,225,77
2024-12-20,17:00,26,136,42,228,77
2024-12-20,17:10,27,142,41,232,77
2024-12-20,17:20,27,144,41,233,79
2024-12-20,17:40,29,150,40,237,83
2024-12-20,17:50,29,152,42,237,83
2024-12-20,18:20,33,159,42,239,84
2024-12-20,18:40,34,163,42,242,84
2024-12-20,18:50,34,168,44,242,84
2024-12-20,19:00,33,168,45,242,84
2024-12-20,19:10,33,169,45,242,84
2024-12-20,19:20,32,170,45,242,84
2024-12-20,19:30,33,171,46,243,84
2024-12-20,19:40,33,171,48,243,84
2024-12-20,19:50,33,172,46,243,84
2024-12-20,20:00,33,175,47,244,84
2024-12-20,20:20,33,174,47,246,84
2024-12-20,20:30,33,174,49,246,84
2024-12-20,20:50,33,175,48,247,84
2024-12-21,05:00,61,192,69,267,84
2024-12-21,05:10,61,192,69,267,84
2024-12-21,05:20,61,192,69,267,84
2024-12-21,05:30,61,192,69,267,84
2024-12-21,05:40,61,192,69,267,84
2024-12-21,05:50,61,189,69,267,83
2024-12-21,06:00,61,189,69,267,83
2024-12-21,06:10,61,189,69,267,83
2024-12-21,06:30,61,189,69,267,83
2024-12-21,06:40,56,189,47,267,83
2024-12-21,06:50,56,189,54,267,83
2024-12-21,07:00,56,188,54,267,83
2024-12-21,07:20,56,181,43,266,83
2024-12-21,07:30,56,173,31,264,83
2024-12-21,07:40,56,171,14,264,83
2024-12-21,08:00,56,171,12,264,83
2024-12-21,08:10,56,171,12,264,83
2024-12-21,08:20,55,171,12,264,83
2024-12-21,08:30,55,170,10,264,83
2024-12-21,08:40,55,170,9,264,83
2024-12-21,08:50,55,171,9,264,83
2024-12-21,09:00,55,171,9,263,83
2024-12-21,09:10,54,172,5,263,83
2024-12-21,09:30,54,170,4,262,83
2024-12-21,09:40,54,170,2,261,83
2024-12-21,10:00,54,167,1,261,83
2024-12-21,10:10,54,169,1,261,83
2024-12-21,10:30,54,166,0,261,83
2024-12-21,10:40,53,167,0,261,83
2024-12-21,11:00,53,164,4,261,83
2024-12-21,11:10,53,163,3,261,83
2024-12-21,11:20,53,163,1,261,83
2024-12-21,11:30,52,161,1,261,83
2024-12-21,11:40,52,161,0,261,83
2024-12-21,11:50,52,161,1,261,83
2024-12-21,12:10,53,158,2,261,83
2024-12-21,12:20,53,159,1,261,83
2024-12-21,12:40,53,159,1,261,83
2024-12-21,12:50,53,159,1,260,83
2024-12-21,13:00,54,159,1,260,83
2024-12-21,13:10,53,156,0,260,83
2024-12-21,13:20,53,157,0,259,83
2024-12-21,13:30,53,156,2,259,83
2024-12-21,13:40,53,156,2,259,83
2024-12-21,13:50,53,156,1,259,83
2024-12-21,14:00,53,156,2,259,83
2024-12-21,14:20,52,158,2,260,83
2024-12-21,14:30,52,161,5,260,83
2024-12-21,14:40,52,162,5,260,83
2024-12-21,14:50,52,161,3,260,83
2024-12-21,15:00,52,160,4,260,83
2024-12-21,15:20,52,161,5,260,83
2024-12-21,15:30,52,161,6,260,83
2024-12-21,15:40,53,158,7,260,83
2024-12-21,15:50,53,161,6,260,83
2024-12-21,16:00,53,160,5,260,83
2024-12-21,16:10,53,161,5,261,83
2024-12-21,16:20,53,162,7,261,83
2024-12-21,16:30,53,161,9,262,83
2024-12-21,16:50,53,160,8,264,83
2024-12-21,17:00,53,159,10,264,83
2024-12-21,17:10,53,159,12,266,83
2024-12-21,17:20,53,159,13,267,83
2024-12-21,17:30,53,159,13,267,83
2024-12-21,17:40,53,157,13,267,84
2024-12-21,17:50,53,159,16,267,84
2024-12-21,18:00,52,160,16,267,84
2024-12-21,18:10,52,161,15,267,84
2024-12-21,18:20,52,161,20,267,84
2024-12-21,18:30,52,168,23,267,84
2024-12-21,18:40,52,170,27,267,84
2024-12-21,19:00,52,176,28,267,84
2024-12-21,19:10,52,178,28,267,84
2024-12-21,19:20,52,179,29,267,84
2024-12-21,19:30,52,179,29,267,84
2024-12-21,19:40,53,179,29,267,84
2024-12-21,20:00,53,179,32,267,84
2024-12-21,20:20,53,183,37,267,84
2024-12-21,20:30,53,185,39,267,84
2024-12-21,20:40,53,187,40,267,84
2024-12-21,20:50,53,187,40,267,84
2024-12-22,05:00,61,192,69,267,84
2024-12-22,05:10,61,192,69,267,84
2024-12-22,05:20,61,192,69,267,84
2024-12-22,05:30,61,192,69,267,84
2024-12-22,05:40,61,192,69,267,84
2024-12-22,05:50,61,192,68,267,84
2024-12-22,06:00,58,192,68,267,84
2024-12-22,06:10,58,192,68,267,84
2024-12-22,06:20,58,191,68,267,84
2024-12-22,06:30,58,191,68,267,84
2024-12-22,06:40,58,191,68,267,84
2024-12-22,07:00,58,191,67,267,84
2024-12-22,07:20,58,189,62,267,83
2024-12-22,07:30,58,188,54,266,83
2024-12-22,07:50,58,186,41,266,83
2024-12-22,08:00,58,184,41,266,83
2024-12-22,08:10,58,179,41,266,83
2024-12-22,08:40,58,177,40,266,83
2024-12-22,08:50,58,175,40,266,83
2024-12-22,09:00,58,174,38,263,83
2024-12-22,09:10,58,169,35,263,83
2024-12-22,09:20,58,169,34,263,83
2024-12-22,09:30,58,169,36,263,83
2024-12-22,09:50,58,168,36,264,83
2024-12-22,10:00,58,167,34,265,83
2024-12-22,10:10,58,168,33,265,83
2024-12-22,10:20,58,167,32,265,83
2024-12-22,10:30,58,167,33,265,83
2024-12-22,10:40,58,167,33,266,83
2024-12-22,10:50,58,167,31,266,83
2024-12-22,11:10,57,162,24,266,83
2024-12-22,11:20,57,162,23,266,83
2024-12-22,11:30,57,162,20,266,83
2024-12-22,11:40,57,162,19,265,83
2024-12-22,12:00,57,162,18,264,83
2024-12-22,12:10,57,162,18,264,83
2024-12-22,12:20,57,162,19,264,83
2024-12-22,12:30,57,161,21,264,83
2024-12-22,12:40,57,162,24,266,83
2024-12-22,12:50,57,162,26,266,83
2024-12-22,13:00,57,160,32,266,83
2024-12-22,13:10,57,161,31,266,83
2024-12-22,13:20,58,162,30,265,83
2024-12-22,13:30,58,161,31,265,83
2024-12-22,13:40,58,161,31,265,83
2024-12-22,13:50,58,161,31,265,83
2024-12-22,14:00,58,159,31,265,83
2024-12-22,14:10,58,157,33,265,83
2024-12-22,14:20,58,159,33,265,83
2024-12-22,14:30,58,160,32,265,83
2024-12-22,14:40,58,164,33,265,83
2024-12-22,14:50,58,168,34,265,83
2024-12-22,15:00,58,168,36,265,83
2024-12-22,15:10,58,167,37,265,83
2024-12-22,15:30,58,169,37,265,83
2024-12-22,15:50,58,170,38,265,83
2024-12-22,16:00,58,169,37,265,83
2024-12-22,16:10,58,171,36,266,83
2024-12-22,16:30,58,171,38,266,83
2024-12-22,16:40,58,170,39,266,83
2024-12-22,17:00,58,171,37,266,83
2024-12-22,17:10,58,173,35,266,83
2024-12-22,17:30,58,172,34,266,83
2024-12-22,17:40,58,172,36,266,83
2024-12-22,17:50,58,173,41,266,83
2024-12-22,18:00,58,175,42,266,83
2024-12-22,18:10,58,175,42,266,83
2024-12-22,18:30,58,177,44,266,83
2024-12-22,18:40,58,178,47,266,83
2024-12-22,18:50,58,178,48,266,83
2024-12-22,19:00,58,179,51,266,83
2024-12-22,19:10,58,179,50,266,83
2024-12-22,19:20,58,179,50,266,83
2024-12-22,19:30,58,179,50,266,83
2024-12-22,19:50,58,183,54,266,83
2024-12-22,20:00,58,184,55,266,83
2024-12-22,20:20,58,185,57,266,83
2024-12-22,20:50,58,189,60,266,83
2024-12-23,05:00,61,192,69,267,84
2024-12-23,05:10,61,192,69,267,84
2024-12-23,05:30,55,192,68,267,84
2024-12-23,05:40,55,189,67,267,84
2024-12-23,05:50,55,188,65,266,84
2024-12-23,06:20,54,188,59,264,84
2024-12-23,06:30,54,188,56,264,84
2024-12-23,06:40,54,185,54,264,84
2024-12-23,06:50,54,176,51,263,84
2024-12-23,07:00,51,171,44,262,84
2024-12-23,07:10,50,166,37,261,84
2024-12-23,07:20,47,164,34,259,83
2024-12-23,07:30,46,157,29,259,81
2024-12-23,07:50,43,152,26,256,80
2024-12-23,08:00,43,144,25,254,80
2024-12-23,08:10,42,144,25,252,80
2024-12-23,08:20,40,145,25,253,79
2024-12-23,08:30,40,141,24,254,79
2024-12-23,08:40,40,142,23,254,78
2024-12-23,09:00,39,140,24,254,77
2024-12-23,09:10,39,138,23,253,78
2024-12-23,09:20,39,139,24,254,79
2024-12-23,09:40,39,142,23,253,78
2024-12-23,09:50,40,141,23,252,77
2024-12-23,10:00,40,140,25,251,77
2024-12-23,10:20,40,139,22,249,78
2024-12-23,10:30,40,139,22,249,78
2024-12-23,10:40,40,139,23,249,78
2024-12-23,10:50,40,140,22,250,78
2024-12-23,11:00,40,140,22,251,78
2024-12-23,11:10,40,140,22,252,78
2024-12-23,11:20,40,140,20,252,77
2024-12-23,11:30,40,139,20,252,77
2024-12-23,11:50,39,143,18,252,79
2024-12-23,12:00,39,144,18,252,79
2024-12-23,12:10,39,146,20,252,78
2024-12-23,12:20,40,147,26,252,78
2024-12-23,12:30,42,147,28,253,78
2024-12-23,12:40,42,147,31,252,79
2024-12-23,12:50,42,153,35,253,80
2024-12-23,13:00,43,157,35,253,80
2024-12-23,13:10,43,165,38,254,80
2024-12-23,13:20,44,167,39,255,81
2024-12-23,13:30,45,169,40,255,81
2024-12-23,13:40,47,178,46,257,82
2024-12-23,13:50,51,181,48,257,82
2024-12-23,14:10,51,182,48,258,83
2024-12-23,14:30,51,188,52,259,83
2024-12-23,14:40,51,190,54,260,83
2024-12-23,15:10,51,192,55,261,83
2024-12-23,15:20,51,192,55,261,83
2024-12-23,15:30,51,192,55,261,83
2024-12-23,15:40,52,191,58,261,83
2024-12-23,15:50,52,191,58,261,83
2024-12-23,16:00,52,192,60,264,83
2024-12-23,16:10,52,191,61,264,83
2024-12-23,16:20,53,191,62,264,83
2024-12-23,16:30,53,191,63,264,83
2024-12-23,16:40,53,191,63,264,83
2024-12-23,16:50,53,191,63,265,83
2024-12-23,17:00,53,191,62,265,83
2024-12-23,17:20,53,191,63,264,83
2024-12-23,17:30,53,190,62,265,83
2024-12-23,17:50,53,192,60,266,83
2024-12-23,18:00,53,192,59,266,83
2024-12-23,18:20,53,192,59,266,83
2024-12-23,18:30,53,192,56,266,83
2024-12-23,18:40,53,192,56,266,83
2024-12-23,18:50,53,192,55,266,83
2024-12-23,19:00,53,192,56,267,83
2024-12-23,19:10,53,192,57,267,83
2024-12-23,19:20,53,192,57,267,83
2024-12-23,19:30,53,192,57,267,83
2024-12-23,19:40,53,192,57,267,83
2024-12-23,19:50,53,192,57,266,83
2024-12-23,20:00,53,192,58,267,83
2024-12-23,20:10,53,191,58,267,83
2024-12-23,20:20,53,191,60,267,83
2024-12-23,20:40,53,192,62,267,83
2024-12-23,20:50,53,192,61,267,83
2024-12-24,05:00,61,192,69,267,84
2024-12-24,05:10,61,192,69,267,84
2024-12-24,05:20,60,192,69,267,84
2024-12-24,05:30,60,192,69,267,84
2024-12-24,05:50,60,190,68,267,83
2024-12-24,06:00,60,190,68,267,83
2024-12-24,06:10,60,190,68,267,83
2024-12-24,06:20,60,190,68,267,83
2024-12-24,06:30,60,190,68,267,83
2024-12-24,06:40,60,190,68,267,83
2024-12-24,06:50,60,189,68,267,83
2024-12-24,07:00,60,189,68,267,83
2024-12-24,07:10,60,188,68,267,83
2024-12-24,07:20,60,188,68,267,83
2024-12-24,07:30,60,188,68,267,83
2024-12-24,07:40,60,188,68,267,83
2024-12-24,07:50,60,188,68,267,83
2024-12-24,08:10,60,187,68,267,83
2024-12-24,08:20,60,188,68,267,83
2024-12-24,08:30,60,187,68,267,83
2024-12-24,08:40,60,187,68,267,83
2024-12-24,08:50,60,187,68,267,83
2024-12-24,09:00,60,187,68,267,83
2024-12-24,09:20,60,187,68,267,83
2024-12-24,09:30,60,187,68,267,83
2024-12-24,09:40,60,187,68,267,83
2024-12-24,10:00,60,187,68,267,83
2024-12-24,10:10,60,187,68,267,83
2024-12-24,10:20,60,187,68,267,83
2024-12-24,10:30,60,187,68,267,83
2024-12-24,10:40,60,187,68,267,83
2024-12-24,10:50,60,187,68,267,83
2024-12-24,11:00,60,188,68,267,83
2024-12-24,11:10,60,188,68,267,83
2024-12-24,11:20,60,188,68,267,83
2024-12-24,11:30,60,188,68,267,83
2024-12-24,11:40,60,189,68,267,83
2024-12-24,12:00,60,189,66,267,83
2024-12-24,12:10,60,189,66,267,83
2024-12-24,12:20,60,189,66,267,83
2024-12-24,12:30,60,189,66,267,83
2024-12-24,12:40,60,188,67,267,83
2024-12-24,12:50,60,188,67,267,83
2024-12-24,13:00,60,188,66,267,83
2024-12-24,13:10,60,188,65,266,83
2024-12-24,13:20,60,188,66,266,83
2024-12-24,13:30,60,188,66,266,83
2024-12-24,13:40,60,188,67,266,83
2024-12-24,13:50,60,188,67,266,83
2024-12-24,14:00,60,188,68,266,83
